anime_name,character_name,gender,affiliation,role,devil_fruit,haki,fighting_style,major_arcs,school,position,school_year,special_roles,trait,question,category,difficulty,source_note
Haikyuu!!,Hayato Ikejiri,Male,Tokonami High,wing spiker,,,,,Tokonami High,wing spiker,3rd year,,team tokonami high,Does your character belong to Tokonami High?,team,easy,https://haikyuu.fandom.com/wiki/Tokonami_High
Haikyuu!!,Hayato Yamagata,Male,Shiratorizawa Academy,libero,,,,,Shiratorizawa Academy,libero,3rd year,,libero,Is your character a libero?,position,easy,https://haikyuu.fandom.com/wiki/Hayato_Yamagata
Haikyuu!!,Hayato Yamagata,Male,Shiratorizawa Academy,libero,,,,,Shiratorizawa Academy,libero,3rd year,,year 3rd year,Is your character a third-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Hayato_Yamagata
Haikyuu!!,Hayato Yamagata,Male,Shiratorizawa Academy,libero,,,,,Shiratorizawa Academy,libero,3rd year,,team shiratorizawa,Does your character play for Shiratorizawa?,team,easy,https://haikyuu.fandom.com/wiki/Hayato_Yamagata
Haikyuu!!,Heisuke Riseki,Male,Inarizaki High,wing spiker,,,,,Inarizaki High,wing spiker,1st year,,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/Heisuke_Riseki
Haikyuu!!,Heisuke Riseki,Male,Inarizaki High,wing spiker,,,,,Inarizaki High,wing spiker,1st year,,year 1st year,Is your character a first-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Heisuke_Riseki
Haikyuu!!,Heisuke Riseki,Male,Inarizaki High,wing spiker,,,,,Inarizaki High,wing spiker,1st year,,team inarizaki,Does your character play for Inarizaki?,team,easy,https://haikyuu.fandom.com/wiki/Heisuke_Riseki
Haikyuu!!,Hikaru Komaki,Male,Tokonami High,wing spiker,,,,,Tokonami High,wing spiker,3rd year,captain,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Tokonami_High
Haikyuu!!,Hikaru Komaki,Male,Tokonami High,wing spiker,,,,,Tokonami High,wing spiker,3rd year,captain,captain,Is your character the team captain?,official role,easy,https://haikyuu.fandom.com/wiki/Tokonami_High
Haikyuu!!,Hikaru Komaki,Male,Tokonami High,wing spiker,,,,,Tokonami High,wing spiker,3rd year,captain,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/Tokonami_High
Haikyuu!!,Hikaru Komaki,Male,Tokonami High,wing spiker,,,,,Tokonami High,wing spiker,3rd year,captain,year 3rd year,Is your character a third-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Tokonami_High
Haikyuu!!,Hikaru Komaki,Male,Tokonami High,wing spiker,,,,,Tokonami High,wing spiker,3rd year,captain,signature hikaru komaki,Does your character wear jersey number 1 for Tokonami High and play as a wing spiker?,signature fact,hard,https://haikyuu.fandom.com/wiki/Tokonami_High
Haikyuu!!,Hikaru Komaki,Male,Tokonami High,wing spiker,,,,,Tokonami High,wing spiker,3rd year,captain,team tokonami high,Does your character belong to Tokonami High?,team,easy,https://haikyuu.fandom.com/wiki/Tokonami_High
Haikyuu!!,Hiroki Tamagawa,Male,Tokonami High,wing spiker,,,,,Tokonami High,wing spiker,3rd year,,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Tokonami_High
Haikyuu!!,Hiroki Tamagawa,Male,Tokonami High,wing spiker,,,,,Tokonami High,wing spiker,3rd year,,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/Tokonami_High
Haikyuu!!,Hiroki Tamagawa,Male,Tokonami High,wing spiker,,,,,Tokonami High,wing spiker,3rd year,,year 3rd year,Is your character a third-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Tokonami_High
Haikyuu!!,Hiroki Tamagawa,Male,Tokonami High,wing spiker,,,,,Tokonami High,wing spiker,3rd year,,signature hiroki tamagawa,Does your character wear jersey number 5 for Tokonami High and play as a wing spiker?,signature fact,hard,https://haikyuu.fandom.com/wiki/Tokonami_High
Haikyuu!!,Hiroki Tamagawa,Male,Tokonami High,wing spiker,,,,,Tokonami High,wing spiker,3rd year,,team tokonami high,Does your character belong to Tokonami High?,team,easy,https://haikyuu.fandom.com/wiki/Tokonami_High
Haikyuu!!,Hisashi Kinoshita,Male,Karasuno High,wing spiker,,,,,Karasuno High,wing spiker,2nd year,,jump float server,Does your character use a jump-float serve?,concrete ability,medium,https://haikyuu.fandom.com/wiki/Hisashi_Kinoshita
Haikyuu!!,Hisashi Kinoshita,Male,Karasuno High,wing spiker,,,,,Karasuno High,wing spiker,2nd year,,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/Hisashi_Kinoshita
Haikyuu!!,Hisashi Kinoshita,Male,Karasuno High,wing spiker,,,,,Karasuno High,wing spiker,2nd year,,year 2nd year,Is your character a second-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Hisashi_Kinoshita
Haikyuu!!,Hisashi Kinoshita,Male,Karasuno High,wing spiker,,,,,Karasuno High,wing spiker,2nd year,,team karasuno,Does your character play for Karasuno?,team,easy,https://haikyuu.fandom.com/wiki/Hisashi_Kinoshita
Haikyuu!!,Hitoshi Ginjima,Male,Inarizaki High,wing spiker,,,,,Inarizaki High,wing spiker,2nd year,,spiky gray hair,"Does your character have short, spiky gray hair?",appearance,easy,https://haikyuu.fandom.com/wiki/Hitoshi_Ginjima
Haikyuu!!,Hitoshi Ginjima,Male,Inarizaki High,wing spiker,,,,,Inarizaki High,wing spiker,2nd year,,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/Hitoshi_Ginjima
Haikyuu!!,Hitoshi Ginjima,Male,Inarizaki High,wing spiker,,,,,Inarizaki High,wing spiker,2nd year,,year 2nd year,Is your character a second-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Hitoshi_Ginjima
Haikyuu!!,Hitoshi Ginjima,Male,Inarizaki High,wing spiker,,,,,Inarizaki High,wing spiker,2nd year,,team inarizaki,Does your character play for Inarizaki?,team,easy,https://haikyuu.fandom.com/wiki/Hitoshi_Ginjima
Haikyuu!!,Isao Inagaki,Male,Kakugawa High,wing spiker,,,,,Kakugawa High,wing spiker,2nd year,,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Kakugawa_High
Haikyuu!!,Isao Inagaki,Male,Kakugawa High,wing spiker,,,,,Kakugawa High,wing spiker,2nd year,,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/Kakugawa_High
Haikyuu!!,Isao Inagaki,Male,Kakugawa High,wing spiker,,,,,Kakugawa High,wing spiker,2nd year,,year 2nd year,Is your character a second-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Kakugawa_High
Haikyuu!!,Isao Inagaki,Male,Kakugawa High,wing spiker,,,,,Kakugawa High,wing spiker,2nd year,,signature isao inagaki,Does your character wear jersey number 7 for Kakugawa High and play as a wing spiker?,signature fact,hard,https://haikyuu.fandom.com/wiki/Kakugawa_High
Haikyuu!!,Isao Inagaki,Male,Kakugawa High,wing spiker,,,,,Kakugawa High,wing spiker,2nd year,,team kakugawa high,Does your character belong to Kakugawa High?,team,easy,https://haikyuu.fandom.com/wiki/Kakugawa_High
Haikyuu!!,Isao Norikura,Male,Kamomedai High,wing spiker,,,,,Kamomedai High,wing spiker,,,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Kamomedai_High
Haikyuu!!,Isao Norikura,Male,Kamomedai High,wing spiker,,,,,Kamomedai High,wing spiker,,,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/Kamomedai_High
Haikyuu!!,Isao Norikura,Male,Kamomedai High,wing spiker,,,,,Kamomedai High,wing spiker,,,signature isao norikura,Does your character wear jersey number 7 for Kamomedai High and play as a wing spiker?,signature fact,hard,https://haikyuu.fandom.com/wiki/Kamomedai_High
Haikyuu!!,Isao Norikura,Male,Kamomedai High,wing spiker,,,,,Kamomedai High,wing spiker,,,team kamomedai high,Does your character belong to Kamomedai High?,team,easy,https://haikyuu.fandom.com/wiki/Kamomedai_High
Haikyuu!!,Issei Matsukawa,Male,Aoba Johsai High,middle blocker,,,,,Aoba Johsai High,middle blocker,3rd year,,middle blocker,Is your character a middle blocker?,position,easy,https://haikyuu.fandom.com/wiki/Issei_Matsukawa
Haikyuu!!,Issei Matsukawa,Male,Aoba Johsai High,middle blocker,,,,,Aoba Johsai High,middle blocker,3rd year,,year 3rd year,Is your character a third-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Issei_Matsukawa
Haikyuu!!,Issei Matsukawa,Male,Aoba Johsai High,middle blocker,,,,,Aoba Johsai High,middle blocker,3rd year,,team aoba johsai,Does your character play for Aoba Johsai?,team,easy,https://haikyuu.fandom.com/wiki/Issei_Matsukawa
Haikyuu!!,Isumi Sakishima,Male,Nohebi Academy,setter,,,,,Nohebi Academy,setter,3rd year,,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Nohebi_Academy
Haikyuu!!,Isumi Sakishima,Male,Nohebi Academy,setter,,,,,Nohebi Academy,setter,3rd year,,setter,Is your character a setter?,position,easy,https://haikyuu.fandom.com/wiki/Nohebi_Academy
Haikyuu!!,Isumi Sakishima,Male,Nohebi Academy,setter,,,,,Nohebi Academy,setter,3rd year,,year 3rd year,Is your character a third-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Nohebi_Academy
Haikyuu!!,Isumi Sakishima,Male,Nohebi Academy,setter,,,,,Nohebi Academy,setter,3rd year,,signature isumi sakishima,Does your character wear jersey number 7 for Nohebi Academy and play as a setter?,signature fact,hard,https://haikyuu.fandom.com/wiki/Nohebi_Academy
Haikyuu!!,Isumi Sakishima,Male,Nohebi Academy,setter,,,,,Nohebi Academy,setter,3rd year,,team nohebi academy,Does your character belong to Nohebi Academy?,team,easy,https://haikyuu.fandom.com/wiki/Nohebi_Academy
Haikyuu!!,Izuru Nozawa,Male,Kamomedai High,wing spiker,,,,,Kamomedai High,wing spiker,3rd year,,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Kamomedai_High
Haikyuu!!,Izuru Nozawa,Male,Kamomedai High,wing spiker,,,,,Kamomedai High,wing spiker,3rd year,,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/Kamomedai_High
Haikyuu!!,Izuru Nozawa,Male,Kamomedai High,wing spiker,,,,,Kamomedai High,wing spiker,3rd year,,year 3rd year,Is your character a third-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Kamomedai_High
Haikyuu!!,Izuru Nozawa,Male,Kamomedai High,wing spiker,,,,,Kamomedai High,wing spiker,3rd year,,signature izuru nozawa,Does your character wear jersey number 4 for Kamomedai High and play as a wing spiker?,signature fact,hard,https://haikyuu.fandom.com/wiki/Kamomedai_High
Haikyuu!!,Izuru Nozawa,Male,Kamomedai High,wing spiker,,,,,Kamomedai High,wing spiker,3rd year,,team kamomedai high,Does your character belong to Kamomedai High?,team,easy,https://haikyuu.fandom.com/wiki/Kamomedai_High
Haikyuu!!,Jingo Fukiage,Male,Date Tech High,middle blocker,,,,,Date Tech High,middle blocker,1st year,,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Jingo Fukiage,Male,Date Tech High,middle blocker,,,,,Date Tech High,middle blocker,1st year,,middle blocker,Is your character a middle blocker?,position,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Jingo Fukiage,Male,Date Tech High,middle blocker,,,,,Date Tech High,middle blocker,1st year,,year 1st year,Is your character a first-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Jingo Fukiage,Male,Date Tech High,middle blocker,,,,,Date Tech High,middle blocker,1st year,,signature jingo fukiage,Does your character wear jersey number 11 for Date Tech High and play as a middle blocker?,signature fact,hard,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Jingo Fukiage,Male,Date Tech High,middle blocker,,,,,Date Tech High,middle blocker,1st year,,team date tech high,Does your character belong to Date Tech High?,team,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Kaito Asamushi,Male,Kakugawa High,wing spiker,,,,,Kakugawa High,wing spiker,2nd year,,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Kakugawa_High
Haikyuu!!,Kaito Asamushi,Male,Kakugawa High,wing spiker,,,,,Kakugawa High,wing spiker,2nd year,,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/Kakugawa_High
Haikyuu!!,Kaito Asamushi,Male,Kakugawa High,wing spiker,,,,,Kakugawa High,wing spiker,2nd year,,year 2nd year,Is your character a second-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Kakugawa_High
Haikyuu!!,Kaito Asamushi,Male,Kakugawa High,wing spiker,,,,,Kakugawa High,wing spiker,2nd year,,signature kaito asamushi,Does your character wear jersey number 4 for Kakugawa High and play as a wing spiker?,signature fact,hard,https://haikyuu.fandom.com/wiki/Kakugawa_High
Haikyuu!!,Kaito Asamushi,Male,Kakugawa High,wing spiker,,,,,Kakugawa High,wing spiker,2nd year,,team kakugawa high,Does your character belong to Kakugawa High?,team,easy,https://haikyuu.fandom.com/wiki/Kakugawa_High
Haikyuu!!,Kaname Moniwa,Male,Date Tech High,setter,,,,,Date Tech High,setter,3rd year,captain; former member,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Kaname Moniwa,Male,Date Tech High,setter,,,,,Date Tech High,setter,3rd year,captain; former member,captain,Is your character the team captain?,official role,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Kaname Moniwa,Male,Date Tech High,setter,,,,,Date Tech High,setter,3rd year,captain; former member,setter,Is your character a setter?,position,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Kaname Moniwa,Male,Date Tech High,setter,,,,,Date Tech High,setter,3rd year,captain; former member,year 3rd year,Is your character a third-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Kaname Moniwa,Male,Date Tech High,setter,,,,,Date Tech High,setter,3rd year,captain; former member,signature kaname moniwa,Does your character wear jersey number 2 for Date Tech High and play as a setter?,signature fact,hard,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Kaname Moniwa,Male,Date Tech High,setter,,,,,Date Tech High,setter,3rd year,captain; former member,former team member,Is your character listed as a former member of their high-school team?,status,medium,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Kaname Moniwa,Male,Date Tech High,setter,,,,,Date Tech High,setter,3rd year,captain; former member,team date tech high,Does your character belong to Date Tech High?,team,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Kanji Koganegawa,Male,Date Tech High,setter,,,,,Date Tech High,setter,1st year,,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Kanji Koganegawa,Male,Date Tech High,setter,,,,,Date Tech High,setter,1st year,,setter,Is your character a setter?,position,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Kanji Koganegawa,Male,Date Tech High,setter,,,,,Date Tech High,setter,1st year,,year 1st year,Is your character a first-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Kanji Koganegawa,Male,Date Tech High,setter,,,,,Date Tech High,setter,1st year,,signature kanji koganegawa,Does your character wear jersey number 7 for Date Tech High and play as a setter?,signature fact,hard,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Kanji Koganegawa,Male,Date Tech High,setter,,,,,Date Tech High,setter,1st year,,team date tech high,Does your character belong to Date Tech High?,team,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Kaori Suzumeda,Female,Fukurodani Academy,manager,,,,,Fukurodani Academy,manager,3rd year,long dark hair,long dark hair,Does your character have long dark hair?,appearance,easy,https://haikyuu.fandom.com/wiki/Fukur%C5%8Ddani_Academy
Haikyuu!!,Kaori Suzumeda,Female,Fukurodani Academy,manager,,,,,Fukurodani Academy,manager,3rd year,long dark hair,gender female,Is your character female?,gender,easy,https://haikyuu.fandom.com/wiki/Fukur%C5%8Ddani_Academy
Haikyuu!!,Kaori Suzumeda,Female,Fukurodani Academy,manager,,,,,Fukurodani Academy,manager,3rd year,long dark hair,role manager,Is your character a manager?,role,easy,https://haikyuu.fandom.com/wiki/Fukur%C5%8Ddani_Academy
Haikyuu!!,Kaori Suzumeda,Female,Fukurodani Academy,manager,,,,,Fukurodani Academy,manager,3rd year,long dark hair,year 3rd year,Is your character a third-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Fukur%C5%8Ddani_Academy
Haikyuu!!,Kaori Suzumeda,Female,Fukurodani Academy,manager,,,,,Fukurodani Academy,manager,3rd year,long dark hair,signature kaori suzumeda,Is your character a 3rd year manager for Fukurodani Academy with long dark hair?,signature fact,hard,https://haikyuu.fandom.com/wiki/Fukur%C5%8Ddani_Academy
Haikyuu!!,Kaori Suzumeda,Female,Fukurodani Academy,manager,,,,,Fukurodani Academy,manager,3rd year,long dark hair,team fukurodani academy,Does your character belong to Fukurodani Academy?,team,easy,https://haikyuu.fandom.com/wiki/Fukur%C5%8Ddani_Academy
Haikyuu!!,Katsumichi Higashiyama,Male,Johzenji High,wing spiker,,,,,Johzenji High,wing spiker,2nd year,,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Johzenji_High
Haikyuu!!,Katsumichi Higashiyama,Male,Johzenji High,wing spiker,,,,,Johzenji High,wing spiker,2nd year,,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/Johzenji_High
Haikyuu!!,Katsumichi Higashiyama,Male,Johzenji High,wing spiker,,,,,Johzenji High,wing spiker,2nd year,,year 2nd year,Is your character a second-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Johzenji_High
Haikyuu!!,Katsumichi Higashiyama,Male,Johzenji High,wing spiker,,,,,Johzenji High,wing spiker,2nd year,,signature katsumichi higashiyama,Does your character wear jersey number 4 for Johzenji High and play as a wing spiker?,signature fact,hard,https://haikyuu.fandom.com/wiki/Johzenji_High
Haikyuu!!,Katsumichi Higashiyama,Male,Johzenji High,wing spiker,,,,,Johzenji High,wing spiker,2nd year,,team johzenji high,Does your character belong to Johzenji High?,team,easy,https://haikyuu.fandom.com/wiki/Johzenji_High
Haikyuu!!,Kazuhito Narita,Male,Karasuno High,middle blocker,,,,,Karasuno High,middle blocker,2nd year,,middle blocker,Is your character a middle blocker?,position,easy,https://haikyuu.fandom.com/wiki/Kazuhito_Narita
